11/01/2025|18:10|hanner|2250|
11/01/2025|18:22|hanner|2310|
13/01/2025|22:42|Alejandro|4910|
13/01/2025|23:47|Alejandro|3920|
15/01/2025|10:38|Anderson|760|
15/01/2025|11:24|Anderson|4010|
15/01/2025|12:28|Anderson|2380|
15/01/2025|12:46|Anderson|2390|
15/01/2025|18:26|Alejandro|4270|
17/01/2025|13:35|Samuel|3940|
19/01/2025|21:00|Alejandro|130|
